confidenceAtCutoff,integrityStatus,playerId,provinceCode,rank,recentActivityRequired,score,singleMatchDependencyRate,uniqueOpponents,validChallenges,weightedChallenges
0.5504,clean,player-01346,45,8,12,779.88,0.0882,16,31,26.75
0.5504,clean,player-02829,45,9,12,777.32,0.0882,11,19,17.25
0.5504,clean,player-04476,45,10,12,776.14,0.0882,18,35,27.25
0.7273,clean,player-02342,01,1,12,768.01,0.0037,16,29,27.25
0.7273,clean,player-01141,01,2,12,764.14,0.0037,21,33,26.75
0.7273,clean,player-07281,01,3,12,762.13,0.0037,15,22,19.75
0.7273,clean,player-02344,01,4,12,741.74,0.0037,13,22,20.75
0.7273,clean,player-02341,01,5,12,740.92,0.0037,13,27,24
0.7273,clean,player-06265,01,6,12,722.23,0.0037,16,30,27.75
0.7273,clean,player-01145,01,7,12,721.57,0.0037,20,31,28.25
0.7273,clean,player-06264,01,8,12,719.08,0.0037,15,24,23
0.7273,clean,player-06267,01,9,12,716.63,0.0037,17,29,28
0.7273,clean,player-06269,01,10,12,714.74,0.0037,17,26,25
0.6311,clean,player-08571,07,1,12,787.95,0.0258,13,24,21.75
0.6311,clean,player-08578,07,2,12,759.14,0.0258,13,19,19
0.6311,clean,player-04214,07,3,12,739.83,0.0258,13,27,21.75
0.6311,clean,player-04216,07,4,12,738.48,0.0258,11,26,20.25
0.6311,clean,player-08142,07,5,12,733.72,0.0258,15,24,22.5
0.6311,clean,player-07546,07,6,12,732.65,0.0258,17,32,26.5
0.6311,clean,player-08572,07,7,12,730.02,0.0258,11,20,18.75
0.6311,clean,player-01267,07,8,12,723.19,0.0258,16,27,23.75
0.6311,clean,player-01615,07,9,12,717.57,0.0258,14,38,25.5
0.6311,clean,player-02201,07,10,12,717.05,0.0258,16,34,25
0.6085,clean,player-02941,10,1,12,797.16,0.0519,18,28,27
0.6085,clean,player-04767,10,2,12,791.84,0.0519,13,29,23.5
0.6085,clean,player-02949,10,3,12,752.65,0.0519,18,25,24.5
0.6085,clean,player-05978,10,4,12,749.62,0.0519,13,22,21
0.6085,clean,player-05568,10,5,12,747.05,0.0519,11,19,17.5
0.6085,clean,player-05570,10,6,12,745.85,0.0519,10,17,15.75
0.6085,clean,player-04230,10,7,12,745.47,0.0519,15,25,24
0.6085,clean,player-05977,10,8,12,744.63,0.0519,13,20,18.75
0.6085,clean,player-04229,10,9,12,741.55,0.0519,14,21,19.5
0.6085,clean,player-05971,10,10,12,741.2,0.0519,14,25,23.25
0.5891,clean,player-01355,44,1,12,796.8,0.0288,13,35,24.25
0.5891,clean,player-01358,44,2,12,785.77,0.0288,13,35,23.75
0.5891,clean,player-01351,44,3,12,776.99,0.0288,13,33,24.5
0.5891,clean,player-01357,44,4,12,749.1,0.0288,12,36,25
0.5891,clean,player-08555,44,5,12,745.88,0.0288,11,19,17.25
0.5891,clean,player-01353,44,6,12,743.71,0.0288,11,35,22.75
0.5891,clean,player-04579,44,7,12,740.97,0.0288,15,31,23.73
0.5891,clean,player-04576,44,8,12,736.31,0.0288,15,33,24.98
0.5891,clean,player-01354,44,9,12,735.64,0.0288,12,33,23.25
0.5891,clean,player-08474,44,10,12,722.79,0.0288,10,23,19
0.5976,clean,player-06603,16,1,12,805.51,0,13,37,16.25
0.5976,clean,player-06607,16,2,12,779.69,0,12,33,19.25
0.5976,clean,player-06604,16,3,12,775.01,0,11,37,18.75
0.5976,clean,player-06602,16,4,12,773.32,0,12,38,17.25
0.5976,clean,player-06606,16,5,12,750.57,0,13,35,21.5
0.5976,clean,player-06608,16,6,12,739.02,0,12,31,19.75
0.5976,clean,player-09235,16,7,12,723.31,0,10,28,19.75
0.5976,clean,player-06609,16,8,12,722.52,0,12,28,18.5
0.5976,clean,player-06605,16,9,12,711.87,0,12,36,19.25
0.5976,clean,player-06601,16,10,12,696.92,0,12,34,20
0.6652,clean,player-08219,09,1,12,783.4,0.1636,11,15,15
0.6652,clean,player-04965,09,2,12,781.89,0.1636,16,24,22.75
0.6652,clean,player-08214,09,3,12,777.56,0.1636,12,15,15
0.6652,clean,player-04392,09,4,12,753.5,0.1636,19,29,26.75
0.6652,clean,player-07582,09,5,12,748.32,0.1636,12,22,18.75
0.6652,clean,player-04393,09,6,12,742.83,0.1636,17,26,23.75
0.6652,clean,player-07588,09,7,12,729.59,0.1636,11,23,19.5
0.6652,clean,player-07587,09,8,12,727.5,0.1636,11,20,17.75
0.6652,clean,player-04969,09,9,12,726.27,0.1636,14,24,22.75
0.6652,clean,player-08212,09,10,12,725.48,0.1636,12,16,16
0.5372,clean,player-04864,04,1,12,795.71,0.0269,10,21,18.25
0.5372,clean,player-03418,04,2,12,785.61,0.0269,14,26,22
0.5372,clean,player-04861,04,3,12,764.3,0.0269,11,19,17.25
0.5372,clean,player-03047,04,4,12,763.93,0.0269,14,34,24.75
0.5372,clean,player-03420,04,5,12,758.87,0.0269,14,28,23
0.5372,clean,player-03414,04,6,12,756.26,0.0269,13,29,20.5
0.5372,clean,player-04863,04,7,12,754.69,0.0269,11,25,19.75
0.5372,clean,player-03043,04,8,12,749.97,0.0269,15,31,26
0.5372,clean,player-03794,04,9,12,746.88,0.0269,15,28,26
0.5372,clean,player-04865,04,10,12,743.16,0.0269,11,19,16.5
0.6916,clean,player-05886,19,1,12,772.36,0.0212,11,24,21.25
0.6916,clean,player-06161,19,2,12,768.82,0.0212,11,23,16
0.6916,clean,player-05883,19,3,12,757.7,0.0212,10,23,19.75
0.6916,clean,player-05887,19,4,12,749.08,0.0212,10,23,19
0.6916,clean,player-05885,19,5,12,746.64,0.0212,11,24,20.5
0.6916,clean,player-05881,19,6,12,740.66,0.0212,11,24,20.75
0.6916,clean,player-01655,19,7,12,734.04,0.0212,11,23,19.75
0.6916,clean,player-05647,19,8,12,733.24,0.0212,12,26,20.25
0.6916,clean,player-01658,19,9,12,721.84,0.0212,9,18,16.25
0.6916,clean,player-05884,19,10,12,713.8,0.0212,10,28,22.25
0.639,clean,player-07795,32,1,12,805.44,0.0942,17,29,26.25
0.639,clean,player-03478,32,2,12,798.32,0.0942,17,28,25.5
0.639,clean,player-07793,32,3,12,794.03,0.0942,16,27,25
0.639,clean,player-07792,32,4,12,793.41,0.0942,16,30,26.75
0.639,clean,player-08620,32,5,12,786.4,0.0942,18,27,25.75
0.639,clean,player-07800,32,6,12,784.56,0.0942,14,25,23.25
0.639,clean,player-07791,32,7,12,772.94,0.0942,17,26,24.25
0.639,clean,player-04128,32,8,12,770.25,0.0942,19,28,27.5
0.639,clean,player-06032,32,9,12,764.64,0.0942,18,30,27.25
0.639,clean,player-05534,32,10,12,763.4,0.0942,16,26,24.25
0.5183,clean,player-03991,49,1,12,795.52,0.0074,12,29,21.75
0.5183,clean,player-03996,49,2,12,775.7,0.0074,10,29,20
0.5183,clean,player-06154,49,3,12,757.13,0.0074,15,27,25
0.5183,clean,player-03999,49,4,12,756.15,0.0074,12,30,22
0.5183,clean,player-04000,49,5,12,745.24,0.0074,10,26,20
0.5183,clean,player-03994,49,6,12,743.98,0.0074,8,26,17.25
0.5183,clean,player-06153,49,7,12,743.75,0.0074,13,23,21.5
0.5183,clean,player-05873,49,8,12,733.64,0.0074,17,31,26.25
0.5183,clean,player-03992,49,9,12,731.42,0.0074,11,30,20.75
0.5183,clean,player-05153,49,10,12,720,0.0074,11,21,18.75
0.5957,clean,player-02652,22,1,12,771.12,0.0683,14,40,23.25
0.5957,clean,player-09012,22,2,12,759.87,0.0683,14,29,24
0.5957,clean,player-02654,22,3,12,754.43,0.0683,14,36,23.25
0.5957,clean,player-09011,22,4,12,747.77,0.0683,12,28,22.5
0.5957,clean,player-02658,22,5,12,747.12,0.0683,14,34,23.5
0.5957,clean,player-02660,22,6,12,744.73,0.0683,12,34,20.5
0.5957,clean,player-09015,22,7,12,740.81,0.0683,14,24,21.75
0.5957,clean,player-09017,22,8,12,735.56,0.0683,13,28,23.25
0.5957,clean,player-02655,22,9,12,734.51,0.0683,13,36,23.75
0.5957,clean,player-02657,22,10,12,729.74,0.0683,11,33,23
0.6659,clean,player-04410,40,1,12,810.18,0.0583,12,24,20.5
0.6659,clean,player-04408,40,2,12,799.55,0.0583,10,18,16.75
0.6659,clean,player-04406,40,3,12,788.72,0.0583,12,26,22.5
0.6659,clean,player-04404,40,4,12,787.73,0.0583,11,21,19.5
0.6659,clean,player-04407,40,5,12,782.31,0.0583,12,25,22.5
0.6659,clean,player-09531,40,6,12,779.13,0.0583,12,22,20.25
0.6659,clean,player-07089,40,7,12,778.42,0.0583,10,20,15.25
0.6659,clean,player-07087,40,8,12,778.07,0.0583,11,22,16.5
0.6659,clean,player-04401,40,9,12,773.24,0.0583,12,24,21.75
0.6659,clean,player-07088,40,10,12,771.83,0.0583,8,21,15
