autonomousCommunityRank,competition,eligible,latentSkill,nationalRank,opposition,playerId,position,provinceCode,provinceRank,quality,ratingV2,risk,score,uniqueOpponents,validChallenges
500,209.05,true,68.53,8022,120.61,player-01738,MC,13,117,197.35,60.02,3.69,527.01,18,25
267,210.42,true,78.26,4328,120.13,player-01739,DEL,13,55,266.71,78.77,3.69,597.25,18,25
175,253.21,true,70.06,2884,118.43,player-01740,DEF,13,31,249.8,68.67,4.23,621.45,19,29
943,204.88,true,48.64,8898,121.33,player-01741,POR,17,182,160.65,45.85,4.29,486.86,24,41
773,204.82,true,57.67,7128,118.26,player-01742,DEF,17,134,226.48,65.34,3.75,549.57,23,36
946,215.36,true,50.72,8929,117.23,player-01743,DEF,17,184,151.91,44.64,4.35,484.5,22,38
967,217.72,true,36.87,9159,117.51,player-01744,MC,17,193,118.96,35.77,4.35,454.19,22,38
945,203.38,true,52.66,8922,117.13,player-01745,MC,17,183,164.29,46.32,3.99,484.8,24,39
922,214.45,true,51.11,8620,119.73,player-01746,DEL,17,179,170.49,46.84,4.33,504.67,25,43
866,215.02,true,55.65,8065,119.03,player-01747,DEF,17,162,191.95,55.36,4.04,526.01,25,41
960,218.22,true,44.93,9053,120.84,player-01748,MC,17,189,134.78,40.48,2.87,473.84,24,33
971,203.87,true,39.88,9238,118.87,player-01749,DEL,17,195,101.71,29.27,3.65,424.45,24,37
964,204.45,true,41.16,9112,118.74,player-01750,DEF,17,191,141.08,38.19,4.35,464.27,22,38
640,267.83,true,52.12,7061,114.86,player-01751,POR,24,75,168.05,52.11,3.08,550.74,12,17
616,253.19,true,58.62,6817,109.24,player-01752,DEF,24,69,192.8,62.06,3.89,555.23,10,16
385,284.79,true,56.35,4459,113.04,player-01753,DEF,24,36,197.27,56.8,3.26,595.11,11,16
574,257.67,true,55.26,6369,113,player-01754,MC,24,59,192.45,57,3.08,563.12,12,17
339,284.22,true,59.84,3953,113.22,player-01755,MC,24,26,206.31,60.57,3.08,603.74,12,17
311,275.27,true,69.87,3714,115.06,player-01756,DEL,24,23,217.15,63.78,2.92,607.47,13,18
,300.85,false,44.2,,108.44,player-01757,DEF,24,,137.56,43.61,2.45,546.85,10,13
,291.02,false,56.04,,110.43,player-01758,MC,24,,167.07,51.53,2.64,568.52,9,12
776,236.63,true,53.05,8564,110.43,player-01759,DEL,24,88,160.58,47.7,3.26,507.64,11,16
528,287.9,true,49.65,5899,116.56,player-01760,DEF,24,52,167.42,52.84,3.14,571.89,14,20
234,255.8,true,73.2,2493,117.45,player-01761,POR,46,94,255.63,70.81,4.81,628.88,16,30
420,245.82,true,68.78,4213,119.01,player-01762,DEF,46,160,234.31,68.62,3.96,599.14,21,34
336,281.25,true,61.2,3444,120.86,player-01763,DEF,46,136,210.02,59.77,4.57,612.13,23,38
278,255.52,true,65.61,2894,118.58,player-01764,MC,46,111,247.09,66.95,3.67,621.19,22,34
231,249.89,true,71.52,2459,119.91,player-01765,MC,46,93,259.85,70.34,4.51,629.65,21,34
246,258.99,true,69.06,2622,119.52,player-01766,DEL,46,95,247.9,68.61,4.82,626.42,21,36
383,231.24,true,69.87,3911,121.94,player-01767,DEF,46,152,251.18,73.83,4.84,604.36,21,36
315,294.49,true,63.34,3214,120.02,player-01768,MC,46,130,201.25,58.88,4.67,615.76,21,35
472,267.87,true,51.57,4716,121.16,player-01769,DEL,46,179,202.04,60.27,4.05,591.07,22,33
363,274.11,true,66.2,3702,117.52,player-01770,DEF,46,144,215.98,65.36,3.78,607.6,21,33
774,233.33,true,56.24,7623,123.93,player-01771,POR,46,304,181.54,51.34,2.36,538.8,21,27
681,236.23,true,53.74,6804,124.27,player-01772,DEF,46,266,194.89,57.39,1.57,555.39,18,21
694,218.38,true,55.92,6878,123.34,player-01773,DEF,46,271,212.1,59.95,2.45,553.82,20,26
345,236.86,true,65.94,3511,122.83,player-01774,MC,46,137,251.3,69.11,2.87,610.99,16,22
683,243.36,true,53.72,6821,124.36,player-01775,MC,46,267,187.37,52.37,2.64,555.09,18,24
904,221.32,true,42.44,9123,122.35,player-01776,DEL,46,350,117.66,33.33,2.54,461.33,19,25
,237.85,false,50.92,,124.51,player-01777,DEF,46,,210.77,67.78,1.88,573.14,19,23
898,207.1,true,45.87,9045,122.81,player-01778,MC,46,346,144.45,40.91,2.41,474.37,17,22
902,217.22,true,37.04,9111,122.28,player-01779,DEL,46,349,124.95,37.09,2.22,464.45,19,24
704,219.53,true,53.39,7007,125.24,player-01780,DEF,46,275,206.95,56.65,2.04,551.71,17,21
334,166.95,true,91.75,3920,117.44,player-01781,POR,42,44,319.87,93.63,5.14,604.25,15,30
582,192.59,true,75.74,6484,117.03,player-01782,DEF,42,69,251.34,75.06,5.82,560.96,16,37
417,184.85,true,90.35,4764,113.51,player-01783,DEF,42,54,292.1,83.41,7.14,590.46,16,35
514,175.36,true,71.41,5762,118.96,player-01784,MC,42,63,279.79,80.09,5.45,574.11,15,32
817,150.32,true,66.39,8944,117.08,player-01785,MC,42,85,215.97,67.04,7.59,483.37,14,34
700,171.87,true,88.16,7707,115.12,player-01786,DEL,42,74,249.27,75.67,7.66,536.26,15,37
540,173.21,true,79.64,6097,114.93,player-01787,DEF,42,66,280.06,86.51,5.59,568.19,15,33
148,205.84,true,94.82,2115,113.39,player-01788,MC,42,19,317.08,92.79,6.99,636.31,17,36
721,136.18,true,70.9,7965,116.81,player-01789,DEL,42,78,275.78,76.64,7.04,528.77,14,30
809,135.73,true,61.75,8874,115.34,player-01790,DEF,42,83,237.69,66.26,5.43,488.77,16,34
134,233.69,true,76.5,5584,123.31,player-01791,POR,39,134,220.17,66.02,2.31,577.17,18,23
156,233.69,true,57.16,6549,123.31,player-01792,DEF,39,156,202.75,59.15,2.41,559.75,17,22
90,236.67,true,67.63,3671,124.39,player-01793,DEF,39,90,247.02,68.73,1.19,608.08,17,19
111,265.09,true,61.31,4697,120.16,player-01794,MC,39,111,206.25,59.74,1.39,591.5,14,16
133,241.76,true,62.35,5573,122.42,player-01795,MC,39,133,213.21,64.78,2.14,577.4,16,20
148,234.49,true,60.36,6143,122.78,player-01796,DEL,39,148,210.06,61.24,2.31,567.33,18,23
82,241.45,true,69.92,3465,123.28,player-01797,DEF,39,82,247.1,70.45,2.04,611.84,17,21
169,229.82,true,54.54,7303,121.09,player-01798,MC,39,169,195.27,57.3,2.87,546.18,16,22
165,230.52,true,64.09,7037,121.37,player-01799,DEL,39,165,199.32,59.27,2.77,551.21,14,19
176,209.4,true,67.15,7874,121.15,player-01800,DEF,39,176,201.03,58.42,2.49,531.57,13,17
522,220.55,true,69.46,4848,118.06,player-01801,POR,08,235,250.47,76.7,3.47,589.09,20,30
255,230.35,true,93.5,2356,115.86,player-01802,DEF,08,127,285.32,84.47,3.96,631.52,21,34
33,239.98,true,85.03,309,118.22,player-01803,DEF,08,14,331.74,89.47,3.47,689.93,22,33
358,242.49,true,75.97,3434,116.5,player-01804,MC,08,166,253.25,74.4,2.9,612.24,21,29
272,228.3,true,85.47,2506,117.06,player-01805,MC,08,132,283.37,83.94,3.37,628.74,21,31
210,247.29,true,74.01,1951,116.32,player-01806,DEL,08,111,276.06,78.05,3.96,639.67,21,34
538,255.99,true,74.12,4924,118.13,player-01807,DEF,08,243,213.68,65.46,3.47,587.81,20,30
34,250.72,true,81.51,311,120.44,player-01808,MC,08,15,318.62,91.76,3.47,689.78,18,27
80,245.59,true,87.67,735,117.79,player-01809,DEL,08,39,307.16,84.63,2.95,670.54,23,32
39,260.4,true,83.28,361,117.93,player-01810,DEF,08,20,308.32,83.8,3.24,686.65,20,29
102,286.56,true,71.06,1863,112.94,player-01811,POR,01,14,241.74,70.18,6.23,641.24,17,31
136,264.35,true,67.61,2456,114.37,player-01812,DEF,01,21,251.03,73.88,4.43,629.75,16,28
187,292.85,true,58.36,3323,111.92,player-01813,DEF,01,31,209.26,64.18,6.71,614.04,18,32
243,293.15,true,74.19,4015,114.06,player-01814,MC,01,46,195.46,61.5,6.09,602.66,18,32
5,309.32,true,76.73,243,115.03,player-01815,MC,01,1,269.85,75.61,6.85,694.2,19,35
119,279.72,true,74.22,2206,114.96,player-01816,DEL,01,16,239.51,70.21,6.54,634.19,17,29
146,327.46,true,58.63,2607,111.8,player-01817,DEF,01,24,187.36,54.51,4.45,626.62,19,30
520,216.38,true,74.49,7817,112.14,player-01818,MC,01,105,205.02,64.39,5.28,533.54,15,27
199,226.15,true,82.03,3429,111.44,player-01819,DEL,01,33,274.72,76.92,4.49,612.31,16,25
497,220.41,true,73.96,7510,112.33,player-01820,DEF,01,98,208.89,62.58,4.91,541.63,16,27
140,212.48,true,92.41,1466,115.45,player-01821,POR,03,56,321.28,99,4.29,649.2,25,36
145,208.62,true,89.52,1489,117.5,player-01822,DEF,03,58,322.46,91.73,4.73,648.58,25,39
393,195.02,true,87.06,3978,119.61,player-01823,DEF,03,159,288.81,87.19,3.53,603.43,27,38
154,210.83,true,89.2,1587,117.99,player-01824,MC,03,62,317.91,99,4.55,646.73,28,43
415,217.23,true,76.98,4164,116.23,player-01825,MC,03,171,266.57,74.85,3.2,600.03,25,36
759,222.67,true,60.39,7509,118.39,player-01826,DEL,03,302,200.6,59.31,4.26,541.66,28,41
251,186.14,true,83.82,2686,117.7,player-01827,DEF,03,103,321.25,88.49,4.44,625.09,25,37
409,221.34,true,74.88,4094,117.74,player-01828,MC,03,167,262.06,74.34,4.76,601.14,25,39
161,221.6,true,80.74,1678,117.5,player-01829,DEL,03,65,305.67,86.41,4.33,644.77,26,38
295,211.35,true,83.2,3021,118.21,player-01830,DEF,03,120,289.37,86.22,4.36,618.92,27,40
1589,213.48,true,68.19,7448,124.18,player-01831,POR,41,320,205.3,59.46,4.21,542.96,16,27
830,274.12,true,59.78,3412,122.72,player-01832,DEF,41,160,215.73,59.91,3.47,612.57,18,27
380,247.32,true,78.24,1349,122.41,player-01833,DEF,41,67,282.46,83.19,3.93,652.18,18,29
1377,242.98,true,64.46,6303,125.42,player-01834,MC,41,268,196.02,57.46,4.01,564.43,19,31
610,254.04,true,66.96,2336,124.38,player-01835,MC,41,114,253.43,68.35,3,631.85,20,28
479,232.31,true,79.47,1826,124.43,player-01836,DEL,41,91,285.05,85.09,4.07,641.79,17,28
1223,247.99,true,62.3,5492,124.86,player-01837,DEF,41,241,205.93,60.36,3.71,578.78,18,28
469,217.31,true,79.14,1774,123.22,player-01838,MC,41,87,302.44,92.68,3.34,642.97,17,25
742,221.74,true,60.25,2975,121.44,player-01839,DEL,41,138,276.63,87.87,3.62,619.82,15,23
1111,223.85,true,72.34,4972,122.6,player-01840,DEF,41,221,240.47,66.91,1.81,586.91,15,18
797,235.99,true,66.52,7339,122.55,player-01841,POR,17,139,186.84,56.71,3.59,545.38,19,29
545,245.38,true,62.25,4973,121.28,player-01842,DEF,17,105,220.26,63.63,3.1,586.91,19,27
351,224.08,true,68.08,3365,121.88,player-01843,DEF,17,70,267.32,74.01,2.94,613.29,18,25
195,258.23,true,67.02,1853,124.11,player-01844,MC,17,32,259,70.56,2.73,641.34,20,27
856,216.43,true,58.7,7978,122.37,player-01845,MC,17,155,189.61,52.36,3.81,528.41,19,30
290,220.2,true,76.87,2767,122.64,player-01846,DEL,17,56,280.34,81.99,3.24,623.18,20,29
466,240.41,true,75.83,4317,123.18,player-01847,DEF,17,88,233.77,68.73,3.14,597.35,21,30
206,253.4,true,76.2,1935,122.35,player-01848,MC,17,35,264.28,76.43,3.71,640.02,18,28
429,234.3,true,75.12,4036,122.19,player-01849,DEL,17,83,245.87,71.44,3.47,602.37,20,30
788,213.37,true,56.76,7282,120.66,player-01850,DEF,17,136,212.66,58.58,3.6,546.69,17,26
17,269.51,true,85.84,49,123.78,player-01851,POR,18,2,330.26,89.07,4.36,723.55,26,45
59,264.67,true,81.12,165,123.52,player-01852,DEF,18,5,314.5,90.12,5.71,702.69,27,45
373,262.46,true,72.91,1311,125.71,player-01853,DEF,18,29,264.91,78.85,4.09,653.08,23,38
196,286.33,true,74.81,612,124.74,player-01854,MC,18,17,263.89,71.36,3.3,674.97,26,38
211,283.5,true,73.31,663,123.7,player-01855,MC,18,19,265.78,72.6,3.55,672.99,27,41
518,277.61,true,69.68,1964,124.33,player-01856,DEL,18,38,237.46,68.83,3.89,639.4,25,40
328,273.98,true,76.61,1125,124.72,player-01857,DEF,18,26,259.04,72.22,3.99,657.74,24,39
158,269.52,true,84.75,474,126.01,player-01858,MC,18,15,285.49,85.89,3.56,681.02,25,38
1,282.33,true,87.03,4,125.42,player-01859,DEL,18,1,341.99,99,3.73,749.73,25,39
256,276.96,true,75.36,840,122.42,player-01860,DEF,18,21,267.31,74.08,4.68,666.69,26,37
58,230.82,true,98,164,125.86,player-01861,POR,41,9,346.17,98.34,5.79,702.86,24,37
132,239.25,true,87.74,398,123.62,player-01862,DEF,41,21,321.47,87.02,6.52,684.34,25,40
436,230.04,true,87.51,1600,124.34,player-01863,DEF,41,79,292.01,86.04,5.33,646.38,25,36
295,214.06,true,95.04,1003,123.95,player-01864,MC,41,47,323.47,92.13,4.73,661.48,23,35
283,246.95,true,84.72,961,124.78,player-01865,MC,41,43,291.15,86.68,4.53,662.87,26,39
154,224.37,true,98,463,124.12,player-01866,DEL,41,24,332.85,95.02,3.74,681.34,25,36
1259,215.64,true,74.46,5686,125.72,player-01867,DEF,41,246,234.11,66.73,4.44,575.48,24,35
477,248.05,true,76.02,1813,124.46,player-01868,MC,41,90,269.52,74.87,3.99,642.02,21,31
573,248.96,true,69.18,2174,124.27,player-01869,DEL,41,108,261.74,77.61,5.5,634.98,25,37
1106,216.54,true,82.06,4958,124.13,player-01870,DEF,41,218,246.45,73.33,4.76,587.13,23,39
504,174.79,true,69,6533,122.66,player-01871,POR,32,139,262.65,78.29,4.31,560.09,21,36
325,205.18,true,72.34,4054,124.49,player-01872,DEF,32,91,272.35,76.21,5.03,602.02,23,45
474,158.36,true,73.24,6161,124.2,player-01873,DEF,32,132,284.46,79.66,5.25,567.02,22,45
548,200.44,true,71.73,7182,125.94,player-01874,MC,32,153,222.16,66.44,5.14,548.55,20,40
536,167.79,true,77.81,7000,122.49,player-01875,MC,32,148,261.52,73.5,5.14,551.8,21,42
601,148.08,true,75.88,8048,124.79,player-01876,DEL,32,168,253.49,73.73,4.39,526.36,23,40
374,167.75,true,83.47,4760,124.71,player-01877,DEF,32,107,298.06,82.48,5.02,590.53,22,43
581,158.64,true,72.49,7701,120.68,player-01878,MC,32,163,257.13,74.7,4.73,536.45,20,37
598,179.96,true,70.34,8011,123.57,player-01879,DEL,32,167,223.97,66.66,4.35,527.49,22,38
339,199.11,true,77.69,4327,119.75,player-01880,DEF,32,97,278.4,77.62,4.38,597.26,19,33
875,201.85,true,88.67,3647,124.65,player-01881,POR,11,188,281.89,82.52,5.34,608.39,25,33
274,224.61,true,91.63,928,120.4,player-01882,DEF,11,56,318.74,89.79,4.38,663.75,22,35
265,202.84,true,91.1,870,124.17,player-01883,DEF,11,54,338.71,91.77,4.19,665.72,22,37
368,221.84,true,89.3,1294,122.34,player-01884,MC,11,75,309.28,91.11,4.88,653.46,24,38
401,217.9,true,92.61,1444,123.94,player-01885,MC,11,83,307.74,87.74,6.49,649.58,24,38
377,217.93,true,98,1329,121.29,player-01886,DEL,11,79,313.38,92.54,4.3,652.6,23,36
217,211.02,true,97.89,682,120.77,player-01887,DEF,11,41,340.63,99,4.44,672.42,25,37
462,220.41,true,91.45,1751,120.51,player-01888,MC,11,97,302.54,85.48,4.08,643.46,25,38
40,232.23,true,98,119,121.33,player-01889,DEL,11,7,353.52,95.41,5.66,707.08,25,38
126,226.58,true,92.68,375,122.78,player-01890,DEF,11,21,336.27,93.03,6.41,685.63,20,34
364,192.68,true,93.82,1278,122.24,player-01891,POR,14,40,338.89,93.87,7.67,653.81,20,33
413,198.34,true,89.31,1475,121.56,player-01892,DEF,14,42,328.99,92.84,10.58,648.89,17,29
750,187.57,true,95.53,3005,117.23,player-01893,DEF,14,71,314.5,93.41,6.05,619.3,15,25
968,174.84,true,98,4179,121.91,player-01894,MC,14,95,303.01,90.62,8.44,599.75,20,28
572,185.36,true,98,2171,118.61,player-01895,MC,14,54,331.05,96.96,6.57,635.02,18,31
542,184.02,true,98,2069,121.88,player-01896,DEL,14,52,331.27,99,8.25,637.17,20,32
501,185.95,true,98,1915,119.1,player-01897,DEF,14,50,335.22,96.96,9.4,640.26,20,29
342,191.84,true,85.58,1166,124.05,player-01898,MC,14,39,340.98,99,7.99,656.87,19,28
1174,182.35,true,87.09,5257,120.79,player-01899,DEL,14,113,279.17,78.76,6.21,582.3,18,29
647,192.27,true,98,2485,119.27,player-01900,DEF,14,64,317.54,99,6.95,629.09,17,26
274,264.45,true,59.18,4578,115.42,player-01901,POR,20,55,213.46,65.63,4.69,593.32,18,33
202,242.61,true,72.12,3489,118.12,player-01902,DEF,20,41,250.56,71.47,4.43,611.29,20,35
89,259.52,true,70.48,1690,117.77,player-01903,DEF,20,22,267.15,80.17,3.6,644.44,17,26
374,262.42,true,55.56,5749,115.17,player-01904,MC,20,84,196.79,60.18,4.58,574.38,15,27
523,229.47,true,50.23,7826,113.17,player-01905,MC,20,123,190.54,55.01,4.28,533.17,17,29
160,250.19,true,72.32,2819,114.82,player-01906,DEL,20,29,257.47,70.51,3.99,622.47,16,26
63,227.64,true,82.17,1271,117.5,player-01907,DEF,20,13,308.86,85.18,4.55,654,19,34
307,252.69,true,62.12,5014,116.86,player-01908,MC,20,61,216.75,61.41,3.84,586.3,17,27
218,229.44,true,67.43,3720,117.8,player-01909,DEL,20,44,260.06,74.05,4.01,607.31,19,31
299,232.78,true,64.13,4893,115.25,player-01910,DEF,20,59,240.36,66.49,4.83,588.39,17,32
9,246.66,true,94.3,28,124.19,player-01911,POR,41,1,358.55,96.7,4.28,729.4,23,36
,237.22,false,96.89,,122.3,player-01912,DEF,41,,254.46,83.41,5.63,613.98,28,43
361,252.45,true,88.92,1263,122.97,player-01913,DEF,41,62,278.79,87.9,3.2,654.21,25,36
49,245.67,true,95.85,144,122.79,player-01914,MC,41,8,335.78,92.46,5.25,704.24,29,42
472,251.74,true,83.88,1781,124.34,player-01915,MC,41,88,266.68,82.44,3.45,642.76,26,36
343,250.71,true,82.67,1170,122.23,player-01916,DEL,41,59,283.82,83.06,3.2,656.76,25,36
222,238.56,true,89.7,693,122.48,player-01917,DEF,41,31,310.85,89.05,3.86,671.89,27,40
390,240.15,true,82.68,1385,123.68,player-01918,MC,41,69,287.31,88.22,5.63,651.14,25,38
555,235.55,true,79.9,2119,122.32,player-01919,DEL,41,106,278.31,75.86,4.64,636.18,25,42
186,237.78,true,92.96,573,121.64,player-01920,DEF,41,27,317.01,94.57,3.72,676.43,25,36
71,258.91,true,74.48,2673,121.45,player-01921,POR,26,71,245.07,70.1,6.42,625.43,18,34
125,258.73,true,57.65,5189,120.43,player-01922,DEF,26,125,204.37,56.86,6.26,583.53,18,33
35,246.73,true,73.2,1376,116.57,player-01923,DEF,26,35,288.23,83.92,6.86,651.52,16,33
109,261.37,true,69.21,4288,120.33,player-01924,MC,26,109,216.19,61.72,6.42,597.89,18,34
36,281,true,65.84,1438,118.2,player-01925,MC,26,36,250.48,69.27,6.23,649.68,17,31
133,248.51,true,64.41,5582,117.46,player-01926,DEL,26,133,211.23,61.07,6.04,577.2,17,30
66,260.48,true,63.32,2468,120.43,player-01927,DEF,26,66,248.65,71.22,4.51,629.55,18,32
102,252.73,true,61.74,4023,119.99,player-01928,MC,26,102,229.81,68.2,4.2,602.52,19,32
118,269.27,true,62.58,4755,119.65,player-01929,DEL,26,118,201.67,59.13,4.81,590.59,16,30
74,261.86,true,78.37,2892,118.9,player-01930,DEF,26,74,240.53,72.75,4.14,621.29,18,30
568,191.28,true,97.67,5165,117.93,player-01931,POR,17,106,274.79,83.23,3.47,584,22,33
295,181.25,true,94.23,2842,120.16,player-01932,DEF,17,59,320.72,91.86,5.24,622.14,21,39
594,178.76,true,81.67,5395,123.06,player-01933,DEF,17,111,278.24,76.44,4.66,580.07,20,33
104,190.27,true,98,980,119.55,player-01934,MC,17,19,352.39,95.39,4.35,662.22,22,38
172,171.53,true,98,1702,120.3,player-01935,MC,17,28,352.38,99,5.24,644.2,22,41
513,178.81,true,98,4754,118.74,player-01936,DEL,17,96,293.05,82.72,4.47,590.6,17,30
333,166.23,true,98,3173,121.62,player-01937,DEF,17,67,328.69,99,4.82,616.54,20,34
213,172.35,true,98,1965,119.45,player-01938,MC,17,36,347.59,99,3.89,639.39,20,32
92,216.38,true,91.81,895,122.2,player-01939,DEL,17,18,326.39,92.91,3.67,664.98,22,34
132,181.4,true,97.02,1259,120.37,player-01940,DEF,17,22,352.52,99,4.26,654.29,20,34
211,209.97,true,50.48,8602,116.03,player-01941,POR,30,211,179.52,50.36,5.14,505.52,21,42
201,235.36,true,54.11,8286,117.62,player-01942,DEF,30,201,166.33,47.39,4.43,519.31,20,35
212,185.76,true,63.4,8603,117.75,player-01943,DEF,30,212,201.98,58.34,4.89,505.49,21,40
194,214.98,true,64.17,8110,115.76,player-01944,MC,30,194,194.25,56.16,4.35,524.99,22,38
204,209.97,true,44.5,8376,115.83,player-01945,MC,30,204,189.88,57.72,5.27,515.68,19,39
174,210.79,true,64.51,7449,112.54,player-01946,DEL,30,174,219.6,63.89,5.14,542.94,19,38
214,220.09,true,46.2,8807,118.33,player-01947,DEF,30,214,155.24,43.23,4.31,493.66,21,36
217,234.97,true,43.62,8907,114.57,player-01948,MC,30,217,136.56,41.71,4.2,486.1,19,32
210,236.92,true,49.95,8563,117.1,player-01949,DEL,30,210,153.63,49.24,4.43,507.65,20,35
177,242.86,true,57.72,7561,116.58,player-01950,DEF,30,177,181.23,55.63,4.01,540.67,19,31
313,229.37,true,65.81,7376,117.8,player-01951,POR,28,313,197.45,58.95,4.28,544.63,26,35
227,250.87,true,58.13,5489,115.5,player-01952,DEF,28,227,212.45,57.73,7.27,578.82,25,38
127,231.86,true,70.67,3154,115.61,player-01953,DEF,28,127,269.32,81.11,7.73,616.79,27,41
287,243.16,true,57.06,6987,114.5,player-01954,MC,28,287,194.32,59.3,6.72,551.98,25,35
402,208.8,true,55.99,9213,114.53,player-01955,MC,28,402,113.11,34.84,7.19,436.44,26,36
241,219.44,true,67.04,5718,115.9,player-01956,DEL,28,241,239.41,68.48,6.33,574.75,25,33
266,215.07,true,66.88,6379,116.07,player-01957,DEF,28,266,231.82,63.97,6.88,562.96,28,37
295,262.85,true,54.95,7139,118.75,player-01958,MC,28,295,167.86,47.08,7.38,549.46,25,35
137,240.16,true,73.08,3561,114.55,player-01959,DEL,28,137,255.24,74.75,4.74,609.94,23,33
355,233.61,true,63.5,8120,113.5,player-01960,DEF,28,355,177.47,55.56,7.47,524.58,24,34
451,221.8,true,80.25,4219,121.57,player-01961,POR,43,109,255.68,74.72,5.2,599.06,24,34
139,248.48,true,78.54,1371,122.33,player-01962,DEF,43,31,280.79,87.09,3.24,651.6,26,35
22,255.71,true,83.58,218,121.38,player-01963,DEF,43,7,319.27,99,3.15,696.36,27,36
68,281.15,true,90.01,631,119.82,player-01964,MC,43,15,273.19,80.16,5.42,674.16,22,32
532,205.73,true,74.24,4904,121.57,player-01965,MC,43,129,260.96,70.38,4.83,588.26,28,38
880,207.78,true,67.85,8190,123.19,player-01966,DEL,43,236,191.33,58.15,3.04,522.3,26,34
414,208.7,true,80.67,3928,122.25,player-01967,DEF,43,98,273.14,78.77,4.91,604.1,27,37
777,232.56,true,59.86,7172,122.68,player-01968,MC,43,205,193.48,55.37,4.38,548.73,22,30
934,210.03,true,57.93,8797,123.26,player-01969,DEL,43,249,161.05,48.94,2.4,494.34,24,31
232,212.34,true,87.03,2122,123.11,player-01970,DEF,43,47,300.65,85,2.49,636.11,26,34
,182.15,false,88.87,,109.45,player-01971,POR,46,,281.42,86.03,3.03,573.02,10,13
,203.87,false,59.77,,109.37,player-01972,DEF,46,,198.43,62.61,3,511.68,10,14
223,199.52,true,97.29,2368,113.17,player-01973,DEF,46,89,318.56,93.63,3.39,631.25,12,16
744,183.53,true,86.67,7352,113.17,player-01974,MC,46,290,248.4,75.61,2.64,545.1,12,16
810,172.61,true,69.86,8067,111.25,player-01975,MC,46,321,242.09,73.36,3.26,525.95,11,16
702,173.66,true,74.96,6970,112.41,player-01976,DEL,46,274,266.09,80.46,3.1,552.17,12,17
,197.72,false,83.59,,112.15,player-01977,DEF,46,,288.35,86.76,2.84,598.23,11,14
,186.88,false,88.96,,110.14,player-01978,MC,46,,266.99,81.93,3.16,564.01,10,14
815,169.73,true,86.05,8151,108.31,player-01979,DEL,46,324,245.38,81.25,4.23,523.42,9,15
,164.12,false,85.55,,108.68,player-01980,DEF,46,,305.77,88.39,3.69,578.57,10,14
205,226.89,true,78.94,1933,119.78,player-01981,POR,08,107,293.36,79.41,3.28,640.03,24,35
478,224.75,true,67.32,4460,122.74,player-01982,DEF,08,218,247.61,71.7,3.65,595.1,24,37
519,226.72,true,67.06,4817,120.01,player-01983,DEF,08,233,242.94,65.52,3.38,589.67,23,34
463,231.93,true,73.69,4299,117.41,player-01984,MC,08,211,248.29,73.8,4.14,597.64,21,35
168,227.02,true,77.85,1662,118.81,player-01985,MC,08,84,299.4,80.76,3.85,645.22,22,35
193,243.83,true,73.45,1811,121.43,player-01986,DEL,08,100,276.77,74.92,3.75,642.03,23,36
756,204.04,true,69.15,6963,121.64,player-01987,DEF,08,343,226.61,70.81,3.47,552.3,26,39
665,189.11,true,84.72,6082,120.51,player-01988,MC,08,302,258.84,74.37,2.75,568.46,17,23
677,191.85,true,77.9,6174,118.47,player-01989,DEL,08,307,256.47,74.12,3.47,566.79,22,33
499,181.09,true,77.34,4681,119.94,player-01990,DEF,08,225,290.67,79.45,4.08,591.7,20,33
853,225.37,true,77.15,3520,118.92,player-01991,POR,41,168,266.56,75.77,2.14,610.86,24,30
909,229.87,true,74.28,3863,118.18,player-01992,DEF,41,182,257.08,73.04,4.21,605.13,24,32
1123,210.34,true,78.31,5022,119.92,player-01993,DEF,41,223,255.94,72.24,1.74,586.19,21,25
1485,205.43,true,73.41,6851,118.42,player-01994,MC,41,298,230.65,68.66,2.72,554.5,23,31
1630,228.42,true,75.08,7703,116.21,player-01995,MC,41,327,191.73,59.05,3,536.37,20,28
946,248.26,true,72.33,4061,118.29,player-01996,DEL,41,187,235.3,70.45,4.57,601.86,25,35
267,232.13,true,84.25,884,114.9,player-01997,DEF,41,40,318.27,86.8,4.13,665.3,22,29
246,205.42,true,92.48,770,120.78,player-01998,MC,41,37,342.83,99,2.41,669.03,17,22
744,215.46,true,87.37,2977,118.24,player-01999,DEL,41,139,286.11,81.36,2.83,619.81,19,26
235,237.98,true,87.69,734,120.51,player-02000,DEF,41,34,312.07,87.02,1.5,670.56,19,22
296,203.65,true,76.7,3600,114.34,player-02001,POR,32,87,291.26,85.97,4.33,609.24,18,31
233,230.28,true,81.21,2829,117.26,player-02002,DEF,32,67,274.75,87.58,5.61,622.29,19,35
342,220.65,true,79.56,4343,118.24,player-02003,DEF,32,99,258.1,81.42,4.33,597,20,30
352,208.05,true,72.23,4416,115.13,player-02004,MC,32,102,272.55,76.55,5.44,595.72,20,36
353,207.85,true,69.94,4476,115.11,player-02005,MC,32,103,271.88,75.49,5.28,594.85,20,35
348,204.2,true,77.82,4397,115.91,player-02006,DEL,32,101,275.94,79.82,5.87,596.05,16,30
408,185.99,true,86.98,5176,115.7,player-02007,DEF,32,114,282.09,89.32,5.11,583.78,20,34
169,250.96,true,81.8,2189,120.43,player-02008,MC,32,49,263.12,75.31,3.74,634.51,16,25
191,232.48,true,80.56,2453,119.63,player-02009,DEL,32,56,277.68,82.08,4.18,629.8,21,31
